title,href,Status,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date,previously listed price
2 Bed House in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/14-tiffany-crescent/T4354839,Sold,House,,,,305 m²,R 892,,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4354839,2024-02-23,
4 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/11-conduit-street/T4451349,Sold,House,,,,2320 m²,R 1400,,4.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,T4451349,2024-02-23,
2 Bed Townhouse in Noordhang,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/noordhang/104-the-hyperion/45-hyperion-drive/T4463744,Sold,Townhouse,,,63 ,,R 800,,2.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,noordhang,T4463744,2024-02-23,
2 Bed Apartment in Boskruin,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/boskruin/14-riverside-village/8-wilgeboom-drive/T4451906,Sold,Apartment,,,83 ,,R 578,,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,boskruin,T4451906,2024-02-23,
3 Bed Townhouse in North Riding AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4421987,Sold,Townhouse,,,63 ,,R 470,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4421987,2024-02-23,
2 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4340980,Sold,Townhouse,,,71 ,,R 336,,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4340980,2024-02-23,
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4426371,Sold,House,,,,454 m²,R 187,,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4426371,2024-02-23,
3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4273719,Sold,Townhouse,,,139 ,,R 543,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4273719,2024-02-23,
6 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4267495,Sold,House,,,,450 m²None,,,6.0,4.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4267495,2024-02-23,
2 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4463694,Sold,House,,,,722 m²None,,,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4463694,2024-02-23,
2 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4472309,Sold,Townhouse,,,80 ,,,,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4472309,2024-02-23,
5 Bed House in Lindley,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/T4450849,Sold,House,,,861 ,3036 m²,,,5.0,5.5,gauteng,johannesburg,north-riding-to-lanseria,lanseria-and-surrounds,T4450849,2024-02-23,
2.6 ha Land available in Chartwell,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/chartwell/T4367991,Sold,Land,,,,2.6 ha,R 1329,,,,gauteng,johannesburg,north-riding-to-lanseria,chartwell,T4367991,2024-02-23,
3 Bed Cluster in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4451325,Sold,Cluster,,,,506 m²,R 1935,,3.0,2.5,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4451325,2024-02-23,
3 Bed House in Boskruin,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/boskruin/T4339389,Sold,House,,,,590 m²,R 2599,,3.0,3.0,gauteng,johannesburg,north-riding-to-lanseria,boskruin,T4339389,2024-02-23,
3 Bed House in Boskruin,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/boskruin/T4383351,Sold,House,,,210 ,500 m²,,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,boskruin,T4383351,2024-02-23,
4 Bed House in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4277755,Sold,House,,,,1000 m²,R 1400,,4.0,3.0,gauteng,johannesburg,north-riding-to-lanseria,northwold,T4277755,2024-02-23,
4 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4409362,Sold,House,,,,380 m²,R 2437,,4.0,2.5,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4409362,2024-02-23,
3990 m² Land available in Blair Atholl Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/blair-atholl-estate/T4414506,Sold,Land,,,,3990 m²,R 3200,,,,gauteng,johannesburg,north-riding-to-lanseria,blair-atholl-estate,T4414506,2024-02-23,
4 Bed House in Sharonlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sharonlea/T4376543,Sold,House,,,,1004 m²,R 1316,,4.0,3.0,gauteng,johannesburg,north-riding-to-lanseria,sharonlea,T4376543,2024-02-23,
3 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4297410,Sold,House,,,420 ,1983 m²,,,3.0,2.5,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,T4297410,2024-02-23,
4 Bed House in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4440395,Sold,House,,,292 ,1075 m²,,,4.0,3.5,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4440395,2024-02-23,
3923 m² Land available in Blair Atholl Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/blair-atholl-estate/T4037061,Sold,Land,,,,3923 m²,,R 13950,,,gauteng,johannesburg,north-riding-to-lanseria,blair-atholl-estate,T4037061,2024-02-23,
3 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4418215,Sold,Townhouse,,,167 ,,R 1027,,3.0,2.5,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4418215,2024-02-23,
3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4472807,Sold,House,,,,363 m²,R 1265,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4472807,2024-02-23,
3 Bed Townhouse in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4329853,Sold,Townhouse,,,164 ,,R 980,,3.0,2.5,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4329853,2024-02-23,
3 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4415845,Sold,House,,,,1321 m²,R 1275,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,T4415845,2024-02-23,
4 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4441702,Sold,Townhouse,,,209 ,,R 1280,,4.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4441702,2024-02-23,
4 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4431557,Sold,House,,,206 ,611 m²,,,4.0,3.0,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4431557,2024-02-23,
3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4453553,Sold,Townhouse,,,168 ,,R 1100,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4453553,2024-02-23,
3 Bed Duplex in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4466338,Sold,Duplex,,,127 ,,R 851,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4466338,2024-02-23,
3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4474337,Sold,House,,,,387 m²,R 1088,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4474337,2024-02-23,
3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4454732,Sold,Townhouse,,,111 ,,R 918,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4454732,2024-02-23,
3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4416749,Sold,Townhouse,,,128 ,,R 449,,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4416749,2024-02-23,
6 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4469600,Sold,House,,,45 ,300 m²,,,6.0,4.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4469600,2024-02-23,
5 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4406868,Sold,House,,,75 ,389 m²,,,5.0,5.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4406868,2024-02-23,
3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4482484,Sold,House,,,196 ,465 m²,,,3.0,3.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4482484,2024-02-23,
2 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4378104,Sold,Apartment,,,110 ,,R 1158,,2.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4378104,2024-02-23,
4 Bed House in Bloubosrand,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/bloubosrand/T4342276,Sold,House,,,,1465 m²,R 780,,4.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,bloubosrand,T4342276,2024-02-23,
3 Bed Duplex in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4093074,Sold,Duplex,,,105 ,105 m²,,,3.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4093074,2024-02-23,
2 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/9-lanoag/40-dover-str/T4499020,Sold,Townhouse,,,80 ,80 m²,,,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4499020,2024-02-23,
3 Bed House in Bordeaux,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/bordeaux/11-noreen-avenue/T4322631,Sold,House,,,,870 m²None,,,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,bordeaux,T4322631,2024-02-23,
2 Bed Townhouse in Windsor East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-east/3-letaba-flats/76-queens-avenue/T3749884,Sold,Townhouse,,,99 ,,,,2.0,1.5,gauteng,johannesburg,randburg-and-ferndale,windsor-east,T3749884,2024-02-23,
3 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/131-blairgowrie-drive/T4241534,Sold,House,,,390 ,906 m²,,,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4241534,2024-02-23,
6 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/3-alon-road/T4338865,Sold,House,,,435 ,863 m²,,,6.0,4.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4338865,2024-02-23,
4 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/10-jangroentjie-avenue/T4356745,Sold,House,,,280 ,1150 m²,,,4.0,3.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4356745,2024-02-23,
3 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/29-curvy-road/T4472386,Sold,House,,,188 ,848 m²,,,3.0,3.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4472386,2024-02-23,
5 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/9-geelhout-street/T4361909,Sold,House,,,,1869 m²,R 1816,,5.0,3.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4361909,2024-02-23,
4 Bed House in Darrenwood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/darrenwood/18-durham-road/T4336228,Sold,House,,,,1487 m²,R 1560,,4.0,2.0,gauteng,johannesburg,randburg-and-ferndale,darrenwood,T4336228,2024-02-23,
3 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/27-ralda-road/T4330787,Sold,House,,,,1091 m²,R 1275,,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4330787,2024-02-23,
4 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/37-conrad-drive/T4295931,Sold,House,,,,1043 m²,R 1582,,4.0,3.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4295931,2024-02-23,
5 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/23-korhaan-street/T4370459,Sold,House,,,,1000 m²,R 1552,,5.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4370459,2024-02-23,
4 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/199-barkston-drive/T4359547,Sold,House,,,,972 m²,R 1200,,4.0,2.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4359547,2024-02-23,
3 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/25-balvicar-road/T4380430,Sold,House,,,,916 m²,R 1200,,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4380430,2024-02-23,
4 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/1-stevens-road/T4454145,Sold,House,,,,896 m²,R 1443,,4.0,2.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4454145,2024-02-23,
3 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/206-sun-village/374-york-avenue/T4343115,Sold,Townhouse,,,167 ,,R 776,,3.0,2.5,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4343115,2024-02-23,
3 Bed House in Malanshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/malanshof/165-gertrude-street/T4344973,Sold,House,,,,410 m²,R 950,,3.0,3.0,gauteng,johannesburg,randburg-and-ferndale,malanshof,T4344973,2024-02-23,
2 Bed Townhouse in Windsor East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-east/28-ss-el-dorado/34-princes-ave/T4463615,Sold,Townhouse,,,123 ,7947 m²,,,2.0,2.5,gauteng,johannesburg,randburg-and-ferndale,windsor-east,T4463615,2024-02-23,
1 Bed Apartment in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/52-twin-oaks/94-mimosa-road/T4415082,Sold,Apartment,,,40 ,,,R 1020,1.0,1.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4415082,2024-02-23,
3 Bed Townhouse in Windsor East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-east/3-pine-wood/43-princesses-avenue/T4464032,Sold,Townhouse,,,137 ,992 m²,,,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,windsor-east,T4464032,2024-02-23,
1 Bed Apartment in Windsor West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-west/5-sunkist/32-lords-avenue/T4160416,Sold,Apartment,,,68 ,68 m²,,,1.0,1.0,gauteng,johannesburg,randburg-and-ferndale,windsor-west,T4160416,2024-02-23,
4 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/T4237689,Sold,House,,,295 ,775 m²,,,4.0,2.5,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4237689,2024-02-23,
3 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/T4367328,Sold,House,,,,1213 m²,R 1560,,3.0,3.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4367328,2024-02-23,
5 Bed House in Moret,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/moret/16-magnesite-crescent/T4313902,Sold,House,,,,1000 m²,R 1011,,5.0,4.0,gauteng,johannesburg,randburg-and-ferndale,moret,T4313902,2024-02-23,
3 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/48-redwood-street/T4441347,Sold,House,,,251 ,529 m²,,,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4441347,2024-02-23,
5 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/59-barkston-drive/T4463827,Sold,House,,,,1071 m²,R 1224,,5.0,3.5,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4463827,2024-02-23,
3 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/10-ss-fern-view-estate/4-albert-street/T4463313,Sold,Townhouse,,,147 ,5592 m²,,,3.0,2.5,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4463313,2024-02-23,
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4202360,Sold,Apartment,,,56 ,,R 200,,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4202360,2024-02-23,
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4417162,Sold,Apartment,,,61 ,4013 m²,,,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4417162,2024-02-23,
2 Bed Apartment in Darrenwood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/darrenwood/T4240536,Sold,Apartment,,,88 ,,,R 1800,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,darrenwood,T4240536,2024-02-23,
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4284567,Sold,Apartment,,,86 ,4022 m²,,,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4284567,2024-02-23,
4.5 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4316049,Sold,House,,,,1565 m²None,,,4.5,3.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4316049,2024-02-23,
5 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4441867,Sold,House,,,,1235 m²None,,,5.0,3.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4441867,2024-02-23,
2 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4310288,Sold,House,,,242 ,1045 m²,,,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4310288,2024-02-23,
